"","X1","X2","X3","X4","X5","X6"
"8911",2793201,"Lauwershoek","Lauwershoek",NA,51.15,4.25
"8912",2793202,"Lauwe","Lauwe","Lauwe",50.79479,3.1869
"8913",2793204,"Lauw","Lauw","Lauw,Lowaige",50.73881,5.41333
"8914",2793206,"Lausprelle","Lausprelle",NA,50.36616,4.50645
"8915",2793207,"Lausdell","Lausdell","Lausdel",50.44133,6.31662
"8916",2793208,"Bois de Laurensart","Bois de Laurensart",NA,50.75,4.65
"8917",2793209,"Laureinenpolder","Laureinenpolder","Laureinenpolder,Laureinepolder,Polder Saint-Laurent",51.26667,3.7
"8918",2793210,"Ferme Launoy","Ferme Launoy",NA,50.6,4.38333
"8919",2793211,"Launoy","Launoy",NA,49.88155,5.14223
"8920",2793212,"L'Aulnois","L'Aulnois",NA,50.5054,4.33873
"8921",2793213,"Laugrenée","Laugrenee",NA,50.53738,4.04237
"8922",2793214,"La Tuwer","La Tuwer",NA,50.18333,4.56667
"8923",2793215,"La Tuilerie","La Tuilerie",NA,49.55,5.53333
"8924",2793216,"La Tuerie","La Tuerie",NA,49.58333,5.65
"8925",2793217,"La Troque","La Troque",NA,50.6046,5.49634
"8926",2793218,"La Tournette","La Tournette",NA,50.6217,4.30364
"8927",2793219,"La Tourette","La Tourette",NA,50.25,4.23333
"8928",2793220,"La Tourette","La Tourette",NA,50.76181,4.81723
"8929",2793221,"Latour","Latour",NA,50.36667,5.88333
"8930",2793222,"La Tour","La Tour",NA,50.36744,5.87789
"8931",2793223,"Latour","Latour","Latour",49.55736,5.57065
"8932",2793224,"La Tour","La Tour",NA,50.7,4.35
"8933",2793226,"La Tombe","La Tombe",NA,50.73333,5.73333
"8934",2793227,"La Tombe","La Tombe",NA,50.62415,3.38608
"8935",2793228,"Latoenehoeve","Latoenehoeve","Latoenehoef,Latoenehoeve",51.03679,4.64621
"8936",2793229,"Latinne","Latinne","Braives (Latinne)",50.62518,5.1646
"8937",2793231,"Lathuy","Lathuy","Jodoigne (Lathuy)",50.72461,4.82617
"8938",2793233,"Laten","Laten",NA,50.81667,3.4
"8939",2793234,"La Tassenière","La Tasseniere",NA,50.56667,4.2
"8940",2793235,"La Taille Maidi","La Taille Maidi",NA,49.63504,5.45591
"8941",2793236,"La Taie","La Taie",NA,49.88333,5.18333
"8942",2793237,"Lat","Lat",NA,50.85374,4.80838
"8943",2793238,"Lassus","Lassus","Hamoir-Jassus,Hamoir-Lassus,Lassus",50.41791,5.51904
"8944",2793239,"Lassence","Lassence",NA,50.55,5.88333
"8945",2793240,"Lassain","Lassain",NA,50.21667,5.86667
"8946",2793241,"La Spège","La Spege","La Spege,La Spège,Speche,Spèche",49.92425,5.30179
"8947",2793242,"La Spèche","La Speche",NA,50,4.98333
"8948",2793243,"Laspèche","Laspeche","Laspeche,Laspèche,Li Speche,Li Spèche",49.85,5.01667
"8949",2793244,"La Spêche","La Speche","La Speche,La Spêche,Speche,Spêche",49.83349,5.19495
"8950",2793245,"La Soïsse","La Soisse",NA,49.78333,5.01667
"8951",2793246,"Lasnenville","Lasnenville",NA,50.38333,6.01667
"8952",2793247,"Lasne","Lasne","Lan,Lane,la en,lsn,<U+041B><U+0430><U+043D>,<U+0644><U+0633><U+0646>,<U+62C9><U+6069>",50.68749,4.48156
"8953",2793248,"Lasne","Lasne","Lane",50.68705,4.48259
"8954",2793249,"Lasne","Lasne","La Laine,La Lashe,La Lasne,Laan,Lasne,Lasne Laan",50.78333,4.63333
"8955",2793250,"La Sibérie","La Siberie",NA,50.37842,4.84362
"8956",2793251,"Lascheid","Lascheid",NA,50.18661,6.11426
"8957",2793252,"La Sauvenière","La Sauveniere","La Sauveniere,La Sauvenière,Sauveniere,Sauvenière",50.47427,4.71262
"8958",2793253,"La Saute","La Saute",NA,50.64674,5.89614
"8959",2793254,"La Saute","La Saute",NA,50.57478,5.77685
"8960",2793255,"La Saute","La Saute","Al'Saute,Al’ Saute,La Saute",50.03898,5.36216
"8961",2793256,"La Satte","La Satte",NA,50.3,5.71667
"8962",2793257,"La Sarte","La Sarte",NA,50.51186,5.25552
"8963",2793258,"La Sarte","La Sarte",NA,50.50114,5.18366
"8964",2793259,"La Sarte","La Sarte",NA,50.45638,4.63736
"8965",2793260,"La Salte","La Salte","La Salte,Salte",50.53333,5.55
"8966",2793261,"La Salle","La Salle",NA,50.527,5.50002
"8967",2793262,"La Salière","La Saliere",NA,50.66667,4.41667
"8968",2793263,"La Saboterie","La Saboterie",NA,50.00218,4.25945
"8969",2793264,"La Sablonnière","La Sablonniere",NA,50.35724,3.94255
"8970",2793265,"Larumseheide","Larumseheide","Larumscheheide,Larumseheide",51.18124,4.92794
"8971",2793266,"Larum","Larum",NA,51.16508,4.94711
"8972",2793267,"Haye des Larrons","Haye des Larrons",NA,50.01885,5.01478
"8973",2793268,"La Rosière","La Rosiere",NA,50.38603,3.77561
"8974",2793269,"La Rosière","La Rosiere",NA,49.66667,5.48333
"8975",2793270,"La Rosée","La Rosee",NA,50.81667,4.73333
"8976",2793271,"La Ronchette","La Ronchette",NA,49.85,5.16667
"8977",2793272,"La Ronche","La Ronche",NA,50.58333,4.38333
"8978",2793273,"La Rock","La Rock",NA,50.46541,5.51477
"8979",2793274,"La Rochette","La Rochette","La Rochette,Rochette",50.58388,5.65968
"8980",2793275,"La Rochette","La Rochette",NA,50.18333,4.4
"8981",2793276,"La Rochette","La Rochette",NA,49.95278,5.12517
"8982",2793277,"La Rochette","La Rochette",NA,49.6,5.61667
"8983",2793278,"La Roche Madoux","La Roche Madoux","La Roche Madoux,Roche-Madoux",50.08445,4.6305
"8984",2793279,"La Roche-en-Ardenne","La Roche-en-Ardenne","La Roche-en-Ardenne,La Rosh an Arden,La Rosh-an-Arden,Laroche,Li Rotche,la luo shen ang a deng,lalosyuang-aleuden,lrwsh-an-ardn,<U+041B><U+0430> <U+0420><U+043E><U+0448> <U+0430><U+043D> <U+0410><U+0440><U+0434><U+0435><U+043D>,<U+041B><U+0430> <U+0420><U+043E><U+0448>-<U+0430><U+043D>-<U+0410><U+0440><U+0434><U+0435><U+043D>,<U+0644><U+0631><U+0648><U+0634>-<U+0622><U+0646>-<U+0627><U+0631><U+062F><U+0646>,<U+62C9><U+7F57><U+4EC0><U+6602><U+963F><U+767B>,<U+B77C><U+B85C><U+C288><U+C559><U+C544><U+B974><U+B374>",50.18361,5.57547
"8985",2793280,"La Roche-en-Ardenne","La Roche-en-Ardenne","La Roche-en-Ardenne",50.16353,5.60782
"8986",2793281,"Bois de Laroche","Bois de Laroche",NA,50.2007,5.61095
"8987",2793282,"La Roche","La Roche",NA,50.60993,4.54276
"8988",2793283,"Laroche","Laroche",NA,50.61667,4.15
"8989",2793284,"La Robinette","La Robinette",NA,50.56667,6.08333
"8990",2793285,"Larmoulin","Larmoulin",NA,50.4971,4.38946
"8991",2793286,"La Rigonel","La Rigonel","La Rigonel,La Rigonelle",49.83333,5.03333
"8992",2793287,"Large Pied","Large Pied",NA,50.61308,4.01728
"8993",2793288,"L’Argentine","L'Argentine","L'Argentine,L’Argentine,Riviere d'Argent,Rivière d’Argent",50.73333,4.46667
"8994",2793289,"Bois Larfaye","Bois Larfaye","Bois Larfaye,Bois l'Arfaye,Bois l’Arfaye",49.96667,5.3
"8995",2793290,"Larendries","Larendries",NA,51.04175,4.21513
"8996",2793291,"Laren","Laren","Laeren,Laren",51.00263,5.18435
"8997",2793292,"La Reinette","La Reinette",NA,50.23333,4.53333
"8998",2793293,"La Reid","La Reid","La Reid",50.48914,5.79098
"8999",2793295,"La Redoute","La Redoute",NA,50.16667,4.41667
"9000",2793296,"Larebeek","Larebeek","Laerebeek,Larebeek",50.80482,3.84872
"9001",2793297,"Larebeek","Larebeek","Laarebeek,Larebeek,Larebeke",50.80859,3.83434
"9002",2793298,"L'Ardoisière","L'Ardoisiere",NA,49.95,5.7
"9003",2793299,"La Ramonerie","La Ramonerie",NA,50.51667,4.71667
"9004",2793300,"La Ramée","La Ramee","Ramee,Ramée",50.5526,4.03172
"9005",2793301,"La Quewette","La Quewette",NA,50.46504,3.87577
"9006",2793302,"La Queue de Lerche","La Queue de Lerche","La Queue de Lerche,Queue de Lerche",50.08333,4.38333
"9007",2793303,"La Quersinelle","La Quersinelle","La Quercinelle,La Quersinelle",50.14939,4.51492
"9008",2793304,"Bois Laquaine","Bois Laquaine",NA,49.88298,5.43079
"9009",2793305,"Lapscheure","Lapscheure","Lapscheure",51.27769,3.35664
"9010",2793307,"La Prise","La Prise",NA,49.99087,4.52988
"9011",2793308,"La Préalle","La Prealle",NA,50.67362,5.60655
"9012",2793309,"La Poya","La Poya",NA,50.03333,4.43333
"9013",2793310,"La Potterie","La Potterie",NA,50.75,2.91667
"9014",2793311,"La Potte","La Potte",NA,50.6,4.33333
"9015",2793312,"La Pologne","La Pologne",NA,50.42658,5.03925
"9016",2793313,"La Plus Douve","La Plus Douve",NA,50.75,2.85
"9017",2793314,"La Platinerie","La Platinerie",NA,49.81667,5.16667
"9018",2793315,"La Plante","La Plante","Faubourg de la Plante,La Plante",50.44996,4.84858
"9019",2793316,"La Planche","La Planche",NA,50.73333,3.18333
"9020",2793317,"La Planche","La Planche",NA,50.58682,3.59165
"9021",2793318,"La Plaine","La Plaine","De Plein,La Plaine",50.81667,4.7
"9022",2793319,"Laplaigne","Laplaigne",NA,50.52194,3.4473
"9023",2793321,"La Place","La Place",NA,50.61667,3.93333
"9024",2793322,"La Pierre","La Pierre",NA,50.71751,3.71575
"9025",2793323,"La Perche Rompue","La Perche Rompue",NA,50.30912,3.72981
"9026",2793324,"La Penne","La Penne",NA,50.11667,5.66667
"9027",2793325,"La Pellette","La Pellette","La Pelete,La Pellette,La Pèlète",49.86667,5.3
"9028",2793326,"La Passée du Cerf","La Passee du Cerf","La Foret la Passee du Cerf,La Forêt la Passée du Cerf,La Passee du Cerf,La Passée du Cerf",49.78356,5.69779
"9029",2793327,"La Pairelle","La Pairelle",NA,50.4363,4.85561
"9030",2793328,"Lanzerath","Lanzerath","Lanuerath,Lanzerath",50.35667,6.33333
"9031",2793329,"Lantremange","Lantremange","Waremme (Lantremange)",50.71173,5.29584
"9032",2793331,"Fort de Lantin","Fort de Lantin","Fort de Lantin",50.69476,5.52575
"9033",2793332,"Lantin","Lantin","Juprelle (Lantin)",50.68874,5.52458
"9034",2793334,"Lanterne","Lanterne",NA,50.72519,3.70357
"9035",2793335,"Lansrode","Lansrode",NA,50.74765,4.3813
"9036",2793336,"Lansival","Lansival",NA,50.29582,5.77464
"9037",2793337,"Lanquesaint","Lanquesaint",NA,50.65392,3.80427
"9038",2793339,"L'An Quarante","L'An Quarante",NA,49.98333,4.96667
"9039",2793340,"La Nouvresse Haie","La Nouvresse Haie",NA,49.93333,5.23333
"9040",2793341,"Source La Noire Fontaine","Source La Noire Fontaine",NA,49.66667,5.38333
"9041",2793342,"La Noire Bouteille","La Noire Bouteille","Noire Bouteille",50.34918,4.07198
"9042",2793343,"Lannoy","Lannoy",NA,50.71667,3.36667
"9043",2793344,"Lankom","Lankom",NA,51.13483,4.81699
"9044",2793345,"Lanklaarderbos","Lanklaarderbos","Lanklaarbos,Lanklaarderbos,Lanklaerder Bosch",50.99859,5.65163
"9045",2793346,"Lanklaar","Lanklaar","Dilsen-Stokkem (Lanklaar),Lanklaer",51.01937,5.72508
"9046",2793348,"Langven","Langven",NA,51.11204,5.17585
"9047",2793349,"Lang Ven","Lang Ven",NA,51.41667,4.98333
"9048",2793350,"Lang Ven","Lang Ven",NA,51.41667,4.95
"9049",2793351,"Langven","Langven",NA,51.03333,5.48333
"9050",2793352,"Langveldstraat","Langveldstraat","Langveldestraat,Langveldstraat",50.95,4.18333
"9051",2793353,"Langveld","Langveld",NA,51.05875,4.7269
"9052",2793354,"Langveld","Langveld",NA,50.9146,4.73863
"9053",2793355,"Langstraat","Langstraat",NA,50.98333,4.9
"9054",2793356,"Langschelpen","Langschelpen","Langeschelpen,Langschelpen",51.34172,5.12158
"9055",2793357,"Langlir","Langlir",NA,50.2304,5.84336
"9056",2793358,"Langgeleed","Langgeleed",NA,51.10407,2.694
"9057",2793359,"Lange Wade","Lange Wade","Lange Wade,Langewaede",50.94024,2.86921
"9058",2793360,"Lange Ven Heide","Lange Ven Heide",NA,51.36667,4.8
"9059",2793361,"Langevelde","Langevelde",NA,51.0727,4.05793
"9060",2793362,"Langeveld","Langeveld",NA,50.80697,4.36127
"9061",2793363,"Langestraat","Langestraat",NA,51.15,3.53333
"9062",2793364,"Langestraat","Langestraat","Lancestraat,Langestraat",51,4.01667
"9063",2793365,"Langestraat","Langestraat",NA,50.95426,4.53907
"9064",2793366,"Langestraat","Langestraat",NA,50.91667,4.1
"9065",2793367,"Langestraat","Langestraat",NA,50.86667,3.83333
"9066",2793368,"Langestraat","Langestraat",NA,50.78333,3.45
"9067",2793369,"Langesthal","Langesthal",NA,50.61667,6.06667
"9068",2793370,"Langesloot","Langesloot",NA,51.11667,4.23333
"9069",2793371,"Langes","Langes","Langes,Langestal",50.62318,6.06091
"9070",2793372,"Langeroot","Langeroot",NA,50.96667,4.13333
"9071",2793373,"Langerode","Langerode",NA,50.82648,4.63454
"9072",2793374,"Langerode","Langerode",NA,50.66667,4
"9073",2793375,"Langerlo","Langerlo","Langerlo,Langerloo",50.94883,5.49782
"9074",2793376,"Langerheidebeek","Langerheidebeek",NA,50.81667,4.11667
"9075",2793377,"Langerechte","Langerechte",NA,50.99727,4.73055
"9076",2793378,"Langerbrugge","Langerbrugge",NA,51.11348,3.73995
"9077",2793379,"Langer Berg","Langer Berg",NA,50.31667,6.21667
"9078",2793380,"Langenlochung","Langenlochung","Langenlochting,Langenlochung",50.9,3.7
"9079",2793381,"Langenhoek","Langenhoek",NA,51.07862,2.91438
"9080",2793382,"Langenhoek","Langenhoek",NA,51.02212,3.07434
"9081",2793383,"Langenheuvel","Langenheuvel",NA,51.16476,4.75544
"9082",2793384,"Langendries","Langendries",NA,50.75,4.08333
"9083",2793385,"Langendam","Langendam",NA,51.13333,3.65
"9084",2793386,"Langenberg","Langenberg",NA,50.93333,5.63333
"9085",2793387,"Langenakker","Langenakker",NA,50.85678,5.35469
"9086",2793388,"Langemunten","Langemunten",NA,50.92278,3.76226
"9087",2793389,"Langemunte","Langemunte",NA,50.98333,3.83333
"9088",2793390,"Langemunte","Langemunte",NA,50.8,3.28333
"9089",2793391,"Langemunt","Langemunt",NA,50.90131,3.93852
"9090",2793392,"Langemark","Langemark","Langemarck,Langemark",50.9131,2.91965
"9091",2793393,"Langemark-Poelkapelle","Langemark-Poelkapelle","Langemarck,Langemark-Pulkapele,lan he ma er ke-pu er ka pei lai,lanzhwmrk-pwylkpl,<U+041B><U+0430><U+043D><U+0433><U+0435><U+043C><U+0430><U+0440><U+043A>-<U+041F><U+0443><U+043B><U+043A><U+0430><U+043F><U+0435><U+043B><U+0435>,<U+0644><U+0627><U+0646><U+0698><U+0648><U+0645><U+0631><U+06A9>-<U+067E><U+0648><U+0626><U+0644><U+06A9><U+067E><U+0644>,<U+5170><U+8D6B><U+9A6C><U+5C14><U+514B>-<U+666E><U+5C14><U+5361><U+4F69><U+83B1>",50.91667,2.91667
"9092",2793394,"Langelinneput","Langelinneput",NA,51.28333,5.15
"9093",2793395,"Langelenvenn","Langelenvenn","Langelenfenn,Langelenvenn",50.42329,6.36334
"9094",2793396,"Langelede","Langelede","Langelede,Langeleede",51.18583,3.85168
"9095",2793397,"Langelede","Langelede","Canal la Langeleede,Langelede",51.21025,3.85955
"9096",2793398,"Lange Koestal","Lange Koestal","Lange Koeistal,Lange Koestal",51.15,2.91667
"9097",2793399,"Lange Heuvelheide","Lange Heuvelheide","Heuvelheide,Lange Heuvelheide",51.14156,5.30593
"9098",2793400,"Lange Heide","Lange Heide",NA,51.35,4.78333
"9099",2793401,"Lange Elst","Lange Elst","De Lange Els,Lange Elst",51.26667,5.5
"9100",2793402,"Langedonk","Langedonk",NA,51.12717,3.40509
"9101",2793403,"Langeboeken","Langeboeken",NA,51.1,3.58333
"9102",2793404,"Lange Bemden","Lange Bemden",NA,51.01667,4.88333
"9103",2793405,"Lange Beek","Lange Beek",NA,50.7,5.23333
"9104",2793406,"Langdorp","Langdorp","Aarschot (Langdorp)",50.99561,4.87175
"9105",2793408,"Langdonken","Langdonken",NA,51.02358,4.86746
"9106",2793409,"Langbroekbeek","Langbroekbeek",NA,50.98333,5.73333
"9107",2793410,"Laneuville au Bois","Laneuville au Bois",NA,50.08165,5.46543
"9108",2793411,"La Neuville","La Neuville",NA,50.66667,5.66667
"9109",2793412,"La Neuville","La Neuville","La Neuville,Le Neuville",50.59552,5.70501
"9110",2793413,"Laneuville","Laneuville",NA,49.93354,5.49419
"9111",2793414,"La Neuville","La Neuville",NA,49.70549,5.37863
"9112",2793415,"La Neuve Forge","La Neuve Forge",NA,49.61667,5.61667
"9113",2793416,"Laneffe","Laneffe","Laneffe",50.27936,4.49344
"9114",2793418,"Landwijk","Landwijk",NA,50.94263,5.12317
"9115",2793419,"Landwehring","Landwehring",NA,50.71431,6.10382
"9116",2793420,"Landuit","Landuit",NA,50.97291,3.66422
"9117",2793421,"Landskouter","Landskouter","Landscauter,Landskouter",50.96953,3.79339
"9118",2793423,"Landsheertje","Landsheertje",NA,51.03162,2.68358
"9119",2793424,"Schans van Landmolen","Schans van Landmolen",NA,51.15,4.25
"9120",2793425,"Landmolen","Landmolen",NA,51.16667,4.23333
"9121",2793426,"Landerikbeek","Landerikbeek",NA,50.96667,5.28333
"9122",2793427,"Landenne","Landenne","Andenne (Landenne)",50.51534,5.06684
"9123",2793429,"Landen","Landen","Landen",50.75267,5.082
"9124",2793430,"Landen","Landen","Landen,lan deng,landan,<U+041B><U+0430><U+043D><U+0434><U+0435><U+043D>,<U+0644><U+0627><U+0646><U+062F><U+0627><U+0646>,<U+5170><U+767B>",50.75383,5.07998
"9125",2793431,"Landelies","Landelies","Montigny-le-Tilleul (Landelies)",50.38001,4.35076
"9126",2793433,"Landele","Landele","Landele,Landlede",50.88569,3.97421
"9127",2793434,"Landegem","Landegem","Landegem",51.05518,3.57667
"9128",2793436,"Landdries","Landdries","Landdries,Landdriesch",50.89499,3.9589
"9129",2793437,"Landbeek","Landbeek",NA,50.73923,3.39817
"9130",2793438,"Landat","Landat",NA,50.65615,3.7175
"9131",2793439,"Ferme de Landas","Ferme de Landas",NA,50.7,4.16667
"9132",2793440,"Bois de Lancre","Bois de Lancre",NA,50.38333,5.88333
"9133",2793441,"Bois de Lanchon","Bois de Lanchon",NA,50.53362,3.47872
"9134",2793442,"Lanceaumont","Lanceaumont","Lanceaumont,Lantzenberg",50.65463,5.96455
"9135",2793443,"Lanaye","Lanaye","Lanaye,Ternaaien",50.77913,5.69624
"9136",2793445,"Lanakerheide","Lanakerheide","Lanaeker Heide,Lanakerheide",50.89621,5.62837
"9137",2793446,"Lanaken","Lanaken","Lanaeken,Lanaken",50.89318,5.6468
"9138",2793447,"Lanaken","Lanaken","Lanaeken",50.89426,5.65006
"9139",2793448,"La Muche","La Muche",NA,50.574,3.49785
"9140",2793449,"Bois de Lamsoul","Bois de Lamsoul",NA,50.15089,5.27707
"9141",2793450,"Lamsoul","Lamsoul",NA,50.15,5.26667
"9142",2793451,"Lampetten","Lampetten",NA,50.93333,3.26667
"9143",2793452,"Lampernisse","Lampernisse","Lampernisse",51.0329,2.76914
"9144",2793453,"Lampernisse","Lampernisse",NA,50.88333,3.26667
"9145",2793455,"Lamourette","Lamourette",NA,50.63333,3.58333
"9146",2793456,"La Mouline","La Mouline",NA,49.85,5.38333
"9147",2793457,"La Mouline","La Mouline",NA,49.89531,5.38594
"9148",2793458,"La Motte","La Motte",NA,50.64768,5.66572
"9149",2793459,"La Motte","La Motte",NA,50.63874,4.52688
"9150",2793460,"La Motte","La Motte",NA,50.27948,4.74316
"9151",2793461,"La Motte","La Motte",NA,51.06667,3.65
"9152",2793462,"La Motte","La Motte",NA,50.65,4.28333
"9153",2793463,"Lamorteau","Lamorteau","Lamorteau",49.52612,5.48177
"9154",2793464,"Rouvroy","Rouvroy","Ruvroaj,Ruvrua,lu fu lu wa,rwrwa,<U+0420><U+0443><U+0432><U+0440><U+043E><U+0430><U+0439>,<U+0420><U+0443><U+0432><U+0440><U+0443><U+0430>,<U+0631><U+0648><U+0631><U+0648><U+0622>,<U+9C81><U+5F17><U+9C81><U+74E6>",49.53333,5.48333
"9155",2793465,"Lamormenil","Lamormenil",NA,50.25505,5.63684
"9156",2793466,"Lamontzée","Lamontzee","Burdinne (Lamontzee),Burdinne (Lamontzée)",50.58444,5.09285
"9157",2793468,"Lamont","Lamont",NA,50.7762,3.55198
"9158",2793469,"Lamonriville","Lamonriville",NA,50.3926,6.03913
"9159",2793470,"La Mohy","La Mohy",NA,49.9,5.06667
"9160",2793471,"Lammerenberg","Lammerenberg",NA,51.18612,4.62876
"9161",2793472,"La Misère","La Misere",NA,50.8,4.76667
"9162",2793473,"La Minière","La Miniere",NA,50.08646,4.85088
"9163",2793474,"La Minerie","La Minerie","La Minerie,Minerie",50.6644,5.84607
"9164",2793475,"Lamine","Lamine","Remicourt (Lamine)",50.68898,5.33451
"9165",2793476,"La Mine","La Mine",NA,50.03333,5.85
"9166",2793478,"Lambusart","Lambusart","Fleurus (Lambusart)",50.45433,4.55263
"9167",2793480,"Lambroek","Lambroek",NA,50.98194,3.86798
"9168",2793481,"Lambiernoux","Lambiernoux","Lambernioux,Lambernoux,Lambiernoux",50.55,4.5
"9169",2793482,"Lambermont","Lambermont","Verviers (Lambermont)",50.59038,5.83245
"9170",2793483,"Lambermont","Lambermont",NA,49.70561,5.19218
"9171",2793485,"Ferme de Lambercies","Ferme de Lambercies",NA,50.1,4.35
"9172",2793486,"Bois de Lambay Fays","Bois de Lambay Fays",NA,50.01207,5.4518
"9173",2793487,"Lambaitienne","Lambaitienne",NA,50.42446,4.96627
"9174",2793488,"Lambais","Lambais","Lambais,Lembais",50.7401,4.69323
"9175",2793489,"La Mazure","La Mazure","La Masure,La Mazure",49.98333,4.15
"9176",2793490,"Lamay","Lamay","Lainay,Lamai,Lamay",50.63333,5.5
"9177",2793491,"La Mastelle","La Mastelle",NA,50.5586,3.9998
"9178",2793492,"La Marache","La Marache",NA,50.68178,4.44174
"9179",2793493,"La Mallieue","La Mallieue",NA,50.56438,5.35197
"9180",2793494,"Lamalle","Lamalle",NA,50.52423,5.17029
"9181",2793495,"La Maljoyeuse","La Maljoyeuse",NA,49.81667,5.26667
"9182",2793497,"La Maladrie","La Maladrie","La Maladrie,Maladrie",50.3327,4.27933
"9183",2793498,"La Maladrie","La Maladrie","La Maladrerie,La Maladrie",50.25,4.58333
"9184",2793499,"La Maladrie","La Maladrie",NA,49.86667,5.45
"9185",2793500,"Lamain","Lamain","Lamain",50.60036,3.2917
"9186",2793502,"La Lu","La Lu",NA,50.21667,5.65
"9187",2793503,"Ferme de Laloux","Ferme de Laloux",NA,50.61667,4.51667
"9188",2793504,"Bois de Laloux","Bois de Laloux","Bois de Laloue,Bois de Laloux",49.98333,5.13333
"9189",2793505,"Laloux","Laloux",NA,50.61761,4.51924
"9190",2793506,"Laloux","Laloux",NA,50.18459,5.15531
"9191",2793507,"La Louvière","La Louviere",NA,50.58727,3.49209
"9192",2793508,"La Louvière","La Louviere","El Lovire,La Louviere,La Louvière,La Luvjer,La Luvjeras,La-Luv'er,Louvierre,Luparia,Luvier,la lu wei ye er,la lwwyr,lalubieleu,<U+041B><U+0430> <U+041B><U+0443><U+0432><U+0458><U+0435><U+0440>,<U+041B><U+0430>-<U+041B><U+0443><U+0432><U+044C><U+0435><U+0440>,<U+041B><U+0443><U+0432><U+0438><U+0435><U+0440>,<U+0644><U+0627> <U+0644><U+0648><U+0648><U+06CC><U+0631>,<U+30E9>·<U+30EB><U+30F4><U+30A3><U+30A8><U+30FC><U+30EB>,<U+62C9><U+5362><U+7EF4><U+8036><U+5C14>,<U+B77C><U+B8E8><U+BE44><U+C5D0><U+B974>",50.48657,4.18785
"9193",2793509,"La Louvière","La Louviere","La Louviere,La Louvière",50.47348,4.15632
"9194",2793510,"L'Alouette","L'Alouette",NA,50.75,3.46667
"9195",2793511,"L'Alouette","L'Alouette",NA,50.75,2.83333
"9196",2793512,"La Lonhienne","La Lonhienne","La Lonhienne,Lonhienne",50.56727,5.67873
"9197",2793513,"La Loge","La Loge",NA,50.62051,3.98879
"9198",2793514,"La Loge","La Loge",NA,50,5.33333
"9199",2793515,"La Loge","La Loge",NA,50.61667,4.3
"9200",2793516,"L'Almoine","L'Almoine",NA,49.95,5.15
"9201",2793517,"L'Allue","L'Allue",NA,50.42254,4.27579
"9202",2793518,"La Livarde","La Livarde",NA,50.748,3.78663
"9203",2793519,"La Levée","La Levee",NA,50.38333,5.76667
"9204",2793520,"La Laie","La Laie",NA,50.66667,3.48333
"9205",2793521,"Laker Velden","Laker Velden","Laaker Velden,Laker Velden",51,4.91667
"9206",2793522,"Lakerberg","Lakerberg","Laakerberg,Lakerberg",51.03333,5.36667
"9207",2793523,"Lakemeirebeek","Lakemeirebeek","Lackemerebeek,Lakemeirebeek",50.96667,3.66667
"9208",2793524,"Lakebos","Lakebos","Laake Bosschen,Lakebos",51.06627,3.21795
"9209",2793525,"Lakebeek","Lakebeek","Laekebeek,Lakebeek",50.78999,4.30089
"9210",2793526,"La Justice","La Justice",NA,49.93333,5.13333
"9211",2793527,"Lait Beurré","Lait Beurre",NA,50.46654,4.15823
"9212",2793528,"Laisette","Laisette",NA,50.72888,3.80545
"9213",2793529,"L'aisette","L'aisette",NA,50.39593,3.86684
"9214",2793530,"L'Air d'Oiseaux","L'Air d'Oiseaux",NA,49.97888,4.26183
"9215",2793531,"L'Air Bois","L'Air Bois",NA,50.30605,4.90923
"9216",2793532,"L'Air","L'Air",NA,50.61144,4.0573
"9217",2793533,"Laie","Laie",NA,50.7,3.45
"9218",2793534,"Laid Trou","Laid Trou",NA,49.95,4.46667
"9219",2793535,"Laid Thier","Laid Thier",NA,50.13333,5.68333
"9220",2793536,"Laid Prangeleux","Laid Prangeleux","Laid Prangeleux,Laide-Prangeleux",50.23323,5.58381
"9221",2793537,"Laid Patard","Laid Patard",NA,50.63333,4.31667
"9222",2793538,"Laid Loiseau","Laid Loiseau",NA,50.33333,5.61667
"9223",2793539,"Laide Fontaine","Laide Fontaine",NA,50.05,5.31667
"9224",2793540,"Laid Burgniaux","Laid Burgniaux","Laid Burgniaux,Laid Burniau,Laid-Burniaux",50.66672,4.64553
"9225",2793541,"Laid Buisson","Laid Buisson",NA,49.8,5.41667
"9226",2793542,"Laid Broly","Laid Broly",NA,50.61438,5.73178
"9227",2793543,"Laiche","Laiche",NA,49.70921,5.27848
"9228",2793544,"La Hutte","La Hutte",NA,50.73333,2.88333
"9229",2793545,"La Hutte","La Hutte",NA,50.65343,4.47834
"9230",2793546,"La Hutte","La Hutte",NA,49.89042,5.5195
"9231",2793547,"La Hurtrie","La Hurtrie",NA,50.51321,3.61656
"9232",2793548,"La Hulpe","La Hulpe","L Elpe,La Hulpe,La Julp,La-Jul'p,Terhulpen,la yu er pu,lywlp,<U+041B><U+0430> <U+042E><U+043B><U+043F>,<U+041B><U+0430>-<U+042E><U+043B><U+044C><U+043F>,<U+0644><U+0626><U+0648><U+0644><U+067E>,<U+62C9><U+4E8E><U+5C14><U+666E>",50.73091,4.48577
"9233",2793549,"La Hulpe","La Hulpe","La Hulpe,Terhulpen",50.73178,4.48191
"9234",2793550,"La Houzée","La Houzee","Houzee,Houzée,La Houzee,La Houzée",50.3115,4.33698
"9235",2793551,"La Houlette","La Houlette",NA,50.31774,3.68235
"9236",2793552,"La Horne","La Horne",NA,50.7,3.25
